"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"tensor(0.3789, device='cuda:0')" 
"tensor(-59.3781, device='cuda:0')"
"tensor(-58.5255, device='cuda:0')"
"tensor(-59.1204, device='cuda:0')"
"tensor(-58.6719, device='cuda:0')"
"tensor(-58.6039, device='cuda:0')"
"tensor(-59.1238, device='cuda:0')"
"tensor(-58.1274, device='cuda:0')"
"tensor(-59.2288, device='cuda:0')"
""
"tensor(-58.7428, device='cuda:0')"
"tensor(-59.0306, device='cuda:0')"
"tensor(-58.4024, device='cuda:0')"
"tensor(-59.1194, device='cuda:0')"
"tensor(-58.4509, device='cuda:0')"
"tensor(-59.3405, device='cuda:0')"
"tensor(-58.5436, device='cuda:0')"
"tensor(-59.3433, device='cuda:0')"
""
"tensor(-58.2550, device='cuda:0')"
"tensor(-59.0588, device='cuda:0')"
"tensor(-58.3095, device='cuda:0')"
"tensor(-59.0830, device='cuda:0')"
"tensor(-58.3665, device='cuda:0')"
"tensor(-59.1772, device='cuda:0')"
"tensor(-58.5259, device='cuda:0')"
"tensor(-59.1697, device='cuda:0')"
"tensor(-58.5899, device='cuda:0')"
"tensor(-59.2328, device='cuda:0')"
"tensor(-58.4709, device='cuda:0')"
""
"tensor(-59.1111, device='cuda:0')"
"tensor(-58.4640, device='cuda:0')"
"tensor(-59.2524, device='cuda:0')"
"tensor(-58.5836, device='cuda:0')"
"tensor(-59.2808, device='cuda:0')"
"tensor(-58.7140, device='cuda:0')"
"tensor(-59.2895, device='cuda:0')"
"tensor(-58.7714, device='cuda:0')"
"tensor(-59.3921, device='cuda:0')"
"tensor(-58.6962, device='cuda:0')"
"tensor(-59.2249, device='cuda:0')"
"tensor(-58.2265, device='cuda:0')"
""
"tensor(-58.9685, device='cuda:0')"
"tensor(-58.2830, device='cuda:0')"
"tensor(-59.0004, device='cuda:0')"
"tensor(-58.2781, device='cuda:0')"
"tensor(-58.9850, device='cuda:0')"
"tensor(-58.2991, device='cuda:0')"
"tensor(-58.9939, device='cuda:0')"
"tensor(-58.3199, device='cuda:0')"
"tensor(-58.9483, device='cuda:0')"
""
"tensor(-58.4131, device='cuda:0')"
"tensor(-59.0518, device='cuda:0')"
"tensor(-58.3216, device='cuda:0')"
"tensor(-59.0956, device='cuda:0')"
"tensor(-58.4484, device='cuda:0')"
"tensor(-59.1697, device='cuda:0')"
""
"tensor(-58.3766, device='cuda:0')"
"tensor(-59.1350, device='cuda:0')"
"tensor(-58.4171, device='cuda:0')"
"tensor(-59.1079, device='cuda:0')"
"tensor(-58.4528, device='cuda:0')"
"tensor(-59.1286, device='cuda:0')"
"tensor(-58.5450, device='cuda:0')"
"tensor(-59.3034, device='cuda:0')"
"tensor(-58.6164, device='cuda:0')"
"tensor(-59.2446, device='cuda:0')"
"tensor(-58.5830, device='cuda:0')"
""
"tensor(-59.0680, device='cuda:0')"
"tensor(-58.3696, device='cuda:0')"
"tensor(-59.0791, device='cuda:0')"
"tensor(-58.3849, device='cuda:0')"
"tensor(-58.4652, device='cuda:0')"
"tensor(-59.1181, device='cuda:0')"
"tensor(-58.4739, device='cuda:0')"
""
"tensor(-59.0574, device='cuda:0')"
"tensor(-58.4270, device='cuda:0')"
"tensor(-59.0744, device='cuda:0')"
"tensor(-58.4386, device='cuda:0')"
"tensor(-59.1318, device='cuda:0')"
"tensor(-58.5795, device='cuda:0')"
"tensor(-59.1814, device='cuda:0')"
"tensor(-58.6156, device='cuda:0')"
"tensor(-59.4318, device='cuda:0')"
"tensor(-58.5930, device='cuda:0')"
"tensor(-59.3370, device='cuda:0')"
"tensor(-58.8364, device='cuda:0')"
"tensor(-59.1562, device='cuda:0')"
"tensor(-58.2539, device='cuda:0')"
"tensor(-59.1843, device='cuda:0')"
"tensor(-58.9942, device='cuda:0')"
"tensor(-59.6905, device='cuda:0')"
"tensor(-58.9195, device='cuda:0')"
"tensor(-59.3555, device='cuda:0')"
"tensor(-58.8229, device='cuda:0')"
"tensor(-59.5782, device='cuda:0')"
"tensor(-58.2277, device='cuda:0')"
"tensor(-57.6465, device='cuda:0')"
"tensor(-58.1592, device='cuda:0')"
"tensor(-59.6456, device='cuda:0')"
"tensor(-59.0448, device='cuda:0')"
"tensor(-59.5060, device='cuda:0')"
"tensor(-58.6617, device='cuda:0')"
"tensor(-59.4790, device='cuda:0')"
"tensor(-58.5771, device='cuda:0')"
"tensor(-59.2077, device='cuda:0')"
"tensor(-58.4380, device='cuda:0')"
"tensor(-59.1919, device='cuda:0')"
"tensor(-58.4131, device='cuda:0')"
"tensor(-59.3162, device='cuda:0')"
"tensor(-58.5418, device='cuda:0')"
"tensor(-58.8963, device='cuda:0')"
"tensor(-58.5563, device='cuda:0')"
"tensor(-58.7240, device='cuda:0')"
"tensor(-58.6032, device='cuda:0')"
"tensor(-59.2600, device='cuda:0')"
"tensor(-58.4686, device='cuda:0')"
"tensor(-59.1945, device='cuda:0')"
"tensor(-58.4840, device='cuda:0')"
"tensor(-59.1194, device='cuda:0')"
"tensor(-58.5388, device='cuda:0')"
"tensor(-59.2325, device='cuda:0')"
"tensor(-58.4946, device='cuda:0')"
"tensor(-59.2336, device='cuda:0')"
"tensor(-58.0476, device='cuda:0')"
""
"tensor(-58.7574, device='cuda:0')"
"tensor(-58.0909, device='cuda:0')"
"tensor(-58.8167, device='cuda:0')"
"tensor(-58.1297, device='cuda:0')"
"tensor(-58.8895, device='cuda:0')"
"tensor(-58.1797, device='cuda:0')"
"tensor(-58.9659, device='cuda:0')"
""
"tensor(-58.1323, device='cuda:0')"
"tensor(-58.7488, device='cuda:0')"
"tensor(-58.1249, device='cuda:0')"
"tensor(-58.7913, device='cuda:0')"
"tensor(-58.1127, device='cuda:0')"
"tensor(-58.7963, device='cuda:0')"
"tensor(-58.0959, device='cuda:0')"
""
"tensor(-58.7956, device='cuda:0')"
"tensor(-58.2507, device='cuda:0')"
"tensor(-58.8700, device='cuda:0')"
"tensor(-58.2206, device='cuda:0')"
"tensor(-58.9276, device='cuda:0')"
"tensor(-58.1943, device='cuda:0')"
"tensor(-58.1298, device='cuda:0')"
"tensor(-58.9066, device='cuda:0')"
"tensor(-58.2254, device='cuda:0')"
"tensor(-58.8801, device='cuda:0')"
"tensor(-58.0810, device='cuda:0')"
"tensor(-58.5928, device='cuda:0')"
""
"tensor(-58.1361, device='cuda:0')"
"tensor(-58.8150, device='cuda:0')"
"tensor(-58.1477, device='cuda:0')"
"tensor(-58.8081, device='cuda:0')"
"tensor(-58.0708, device='cuda:0')"
"tensor(-58.8621, device='cuda:0')"
"tensor(-58.1254, device='cuda:0')"
"tensor(-58.8233, device='cuda:0')"
"tensor(-58.0712, device='cuda:0')"
"tensor(-58.8194, device='cuda:0')"
""
"tensor(-58.1639, device='cuda:0')"
"tensor(-58.8667, device='cuda:0')"
"tensor(-58.0712, device='cuda:0')"
"tensor(-58.7895, device='cuda:0')"
"tensor(-58.1195, device='cuda:0')"
"tensor(-58.9006, device='cuda:0')"
"tensor(-58.9543, device='cuda:0')"
"tensor(-58.3743, device='cuda:0')"
"tensor(-59.0877, device='cuda:0')"
"tensor(-58.2808, device='cuda:0')"
"tensor(-59.0227, device='cuda:0')"
"tensor(-58.2046, device='cuda:0')"
"tensor(-58.8829, device='cuda:0')"
""
"tensor(-58.2249, device='cuda:0')"
"tensor(-59.0438, device='cuda:0')"
"tensor(-58.3573, device='cuda:0')"
"tensor(-59.0842, device='cuda:0')"
"tensor(-58.3670, device='cuda:0')"
"tensor(-59.0983, device='cuda:0')"
""
"tensor(-58.1292, device='cuda:0')"
"tensor(-58.8600, device='cuda:0')"
"tensor(-58.1415, device='cuda:0')"
"tensor(-58.8448, device='cuda:0')"
"tensor(-58.1611, device='cuda:0')"
"tensor(-58.8132, device='cuda:0')"
""
"tensor(-58.1245, device='cuda:0')"
"tensor(-58.8601, device='cuda:0')"
"tensor(-58.1030, device='cuda:0')"
"tensor(-58.8225, device='cuda:0')"
"tensor(-58.1393, device='cuda:0')"
"tensor(-58.7933, device='cuda:0')"
"tensor(-58.1694, device='cuda:0')"
"tensor(-58.8451, device='cuda:0')"
"tensor(-58.1266, device='cuda:0')"
""
"tensor(-58.8788, device='cuda:0')"
"tensor(-58.1465, device='cuda:0')"
"tensor(-58.9087, device='cuda:0')"
"tensor(-58.1826, device='cuda:0')"
"tensor(-58.8340, device='cuda:0')"
"tensor(-58.1827, device='cuda:0')"
"tensor(-58.2036, device='cuda:0')"
""
"tensor(-58.8538, device='cuda:0')"
"tensor(-58.1809, device='cuda:0')"
"tensor(-58.9099, device='cuda:0')"
"tensor(-58.2610, device='cuda:0')"
"tensor(-58.9981, device='cuda:0')"
"tensor(-58.3149, device='cuda:0')"
"tensor(-59.0581, device='cuda:0')"
"tensor(-58.2773, device='cuda:0')"
"tensor(-58.8987, device='cuda:0')"
"tensor(-58.2333, device='cuda:0')"
""
"tensor(-58.8604, device='cuda:0')"
"tensor(-58.1415, device='cuda:0')"
"tensor(-58.8543, device='cuda:0')"
"tensor(-58.2011, device='cuda:0')"
"tensor(-58.8770, device='cuda:0')"
"tensor(-58.1395, device='cuda:0')"
"tensor(-58.8900, device='cuda:0')"
"tensor(-58.1751, device='cuda:0')"
"tensor(-59.0588, device='cuda:0')"
"tensor(-58.3441, device='cuda:0')"
""
"tensor(-58.8841, device='cuda:0')"
"tensor(-58.2434, device='cuda:0')"
"tensor(-58.9961, device='cuda:0')"
"tensor(-58.3319, device='cuda:0')"
"tensor(-59.0784, device='cuda:0')"
"tensor(-58.3963, device='cuda:0')"
"tensor(-59.0675, device='cuda:0')"
"tensor(-58.3858, device='cuda:0')"
""
"tensor(-58.8699, device='cuda:0')"
"tensor(-58.5216, device='cuda:0')"
"tensor(-59.0978, device='cuda:0')"
"tensor(-58.3891, device='cuda:0')"
"tensor(-59.2381, device='cuda:0')"
"tensor(-58.5245, device='cuda:0')"
"tensor(-59.3220, device='cuda:0')"
"tensor(-58.5975, device='cuda:0')"
"tensor(-58.6770, device='cuda:0')"
"tensor(-59.5666, device='cuda:0')"
"tensor(-58.8758, device='cuda:0')"
"tensor(-59.5509, device='cuda:0')"
"tensor(-58.9300, device='cuda:0')"
"tensor(-59.6116, device='cuda:0')"
"tensor(-58.7838, device='cuda:0')"
"tensor(-59.2543, device='cuda:0')"
"tensor(-58.1000, device='cuda:0')"
"tensor(-59.3811, device='cuda:0')"
"tensor(-57.9519, device='cuda:0')"
"tensor(-59.4131, device='cuda:0')"
"tensor(-58.5488, device='cuda:0')"
"tensor(-59.2642, device='cuda:0')"
"tensor(-58.5066, device='cuda:0')"
"tensor(-59.0588, device='cuda:0')"
"tensor(-58.3583, device='cuda:0')"
"tensor(-59.2032, device='cuda:0')"
"tensor(-58.4439, device='cuda:0')"
"tensor(-59.1966, device='cuda:0')"
"tensor(-58.4947, device='cuda:0')"
"tensor(-59.1899, device='cuda:0')"
""
"tensor(-58.3679, device='cuda:0')"
"tensor(-59.1503, device='cuda:0')"
"tensor(-58.4716, device='cuda:0')"
"tensor(-59.2269, device='cuda:0')"
"tensor(-58.5388, device='cuda:0')"
"tensor(-59.4092, device='cuda:0')"
"tensor(-58.7150, device='cuda:0')"
""
"tensor(-59.1623, device='cuda:0')"
"tensor(-58.4308, device='cuda:0')"
"tensor(-59.1561, device='cuda:0')"
"tensor(-58.4461, device='cuda:0')"
"tensor(-59.2655, device='cuda:0')"
"tensor(-58.5094, device='cuda:0')"
"tensor(-59.3529, device='cuda:0')"
"tensor(-58.5741, device='cuda:0')"
""
"tensor(-59.1631, device='cuda:0')"
"tensor(-58.4671, device='cuda:0')"
"tensor(-59.2472, device='cuda:0')"
"tensor(-58.5788, device='cuda:0')"
"tensor(-59.3886, device='cuda:0')"
"tensor(-58.7191, device='cuda:0')"
""
"tensor(-59.1854, device='cuda:0')"
"tensor(-59.2731, device='cuda:0')"
"tensor(-58.7084, device='cuda:0')"
"tensor(-59.3904, device='cuda:0')"
"tensor(-58.8206, device='cuda:0')"
"tensor(-59.5312, device='cuda:0')"
"tensor(-58.7980, device='cuda:0')"
"tensor(-59.4230, device='cuda:0')"
"tensor(-58.6609, device='cuda:0')"
"tensor(-59.5164, device='cuda:0')"
""
"tensor(-58.3766, device='cuda:0')"
"tensor(-59.1646, device='cuda:0')"
"tensor(-58.4239, device='cuda:0')"
"tensor(-59.0921, device='cuda:0')"
"tensor(-58.3785, device='cuda:0')"
"tensor(-58.4933, device='cuda:0')"
"tensor(-59.1893, device='cuda:0')"
"tensor(-58.6422, device='cuda:0')"
"tensor(-59.3502, device='cuda:0')"
"tensor(-58.5632, device='cuda:0')"
"tensor(-59.4086, device='cuda:0')"
""
"tensor(-58.3759, device='cuda:0')"
"tensor(-59.2655, device='cuda:0')"
"tensor(-58.3832, device='cuda:0')"
"tensor(-59.1724, device='cuda:0')"
"tensor(-58.4445, device='cuda:0')"
"tensor(-59.2721, device='cuda:0')"
""
"tensor(-58.4201, device='cuda:0')"
"tensor(-59.1065, device='cuda:0')"
"tensor(-58.4248, device='cuda:0')"
"tensor(-59.1008, device='cuda:0')"
"tensor(-58.3162, device='cuda:0')"
"tensor(-59.0927, device='cuda:0')"
"tensor(-58.3766, device='cuda:0')"
"tensor(-59.0746, device='cuda:0')"
"tensor(-58.3606, device='cuda:0')"
"tensor(-59.0610, device='cuda:0')"
"tensor(-58.3975, device='cuda:0')"
"tensor(-59.2140, device='cuda:0')"
"tensor(-58.6145, device='cuda:0')"
"tensor(-59.2312, device='cuda:0')"
"tensor(-58.6009, device='cuda:0')"
""
"tensor(-59.1382, device='cuda:0')"
"tensor(-58.4094, device='cuda:0')"
"tensor(-59.1335, device='cuda:0')"
"tensor(-58.4759, device='cuda:0')"
"tensor(-59.1757, device='cuda:0')"
"tensor(-59.3019, device='cuda:0')"
""
"tensor(-58.4266, device='cuda:0')"
"tensor(-59.0906, device='cuda:0')"
"tensor(-58.4097, device='cuda:0')"
"tensor(-59.1043, device='cuda:0')"
"tensor(-58.4714, device='cuda:0')"
"tensor(-59.1314, device='cuda:0')"
"tensor(-58.5364, device='cuda:0')"
""
"tensor(-59.1160, device='cuda:0')"
"tensor(-58.6047, device='cuda:0')"
"tensor(-59.3302, device='cuda:0')"
"tensor(-58.6236, device='cuda:0')"
"tensor(-59.3116, device='cuda:0')"
"tensor(-58.6540, device='cuda:0')"
"tensor(-59.2947, device='cuda:0')"
"tensor(-58.6024, device='cuda:0')"
""
"tensor(-59.2943, device='cuda:0')"
"tensor(-58.5606, device='cuda:0')"
"tensor(-59.2863, device='cuda:0')"
"tensor(-58.6416, device='cuda:0')"
"tensor(-59.3053, device='cuda:0')"
"tensor(-58.6794, device='cuda:0')"
"tensor(-59.3923, device='cuda:0')"
"tensor(-58.6706, device='cuda:0')"
"tensor(-59.3798, device='cuda:0')"
"tensor(-58.7528, device='cuda:0')"
"tensor(-59.4207, device='cuda:0')"
"tensor(-58.7631, device='cuda:0')"
"tensor(-59.4115, device='cuda:0')"
"tensor(-58.7041, device='cuda:0')"
"tensor(-59.4486, device='cuda:0')"
"tensor(-58.7122, device='cuda:0')"
"tensor(-59.3770, device='cuda:0')"
"tensor(-58.7218, device='cuda:0')"
"tensor(-59.3098, device='cuda:0')"
"tensor(-58.7088, device='cuda:0')"
"tensor(-59.4140, device='cuda:0')"
"tensor(-59.4093, device='cuda:0')"
"tensor(-58.7407, device='cuda:0')"
"tensor(-59.4424, device='cuda:0')"
"tensor(-58.7606, device='cuda:0')"
"tensor(-59.4497, device='cuda:0')"
"tensor(-58.7100, device='cuda:0')"
"tensor(-59.4694, device='cuda:0')"
"tensor(-58.7127, device='cuda:0')"
"tensor(-59.3891, device='cuda:0')"
"tensor(-58.7054, device='cuda:0')"
"tensor(-59.4724, device='cuda:0')"
"tensor(-58.6951, device='cuda:0')"
"tensor(-59.4138, device='cuda:0')"
"tensor(-58.6947, device='cuda:0')"
"tensor(-59.4081, device='cuda:0')"
"tensor(-58.7569, device='cuda:0')"
"tensor(-59.3838, device='cuda:0')"
"tensor(-58.7595, device='cuda:0')"
"tensor(-59.3945, device='cuda:0')"
"tensor(-58.6982, device='cuda:0')"
""
"tensor(-59.2834, device='cuda:0')"
"tensor(-58.5380, device='cuda:0')"
"tensor(-59.2931, device='cuda:0')"
"tensor(-58.5838, device='cuda:0')"
"tensor(-59.3134, device='cuda:0')"
"tensor(-58.5743, device='cuda:0')"
"tensor(-59.3090, device='cuda:0')"
""
"tensor(-58.5614, device='cuda:0')"
"tensor(-59.3189, device='cuda:0')"
"tensor(-58.6383, device='cuda:0')"
"tensor(-59.2779, device='cuda:0')"
"tensor(-58.6569, device='cuda:0')"
"tensor(-59.3605, device='cuda:0')"
"tensor(-58.6064, device='cuda:0')"
"tensor(-59.4215, device='cuda:0')"
"tensor(-58.8270, device='cuda:0')"
"tensor(-59.5160, device='cuda:0')"
"tensor(-59.0004, device='cuda:0')"
"tensor(-59.6849, device='cuda:0')"
"tensor(-58.9897, device='cuda:0')"
"tensor(-59.4688, device='cuda:0')"
"tensor(-58.7404, device='cuda:0')"
"tensor(-59.3076, device='cuda:0')"
"tensor(-58.6032, device='cuda:0')"
"tensor(-59.3524, device='cuda:0')"
""
"tensor(-58.6150, device='cuda:0')"
"tensor(-59.3367, device='cuda:0')"
"tensor(-58.6234, device='cuda:0')"
"tensor(-59.3411, device='cuda:0')"
"tensor(-58.5469, device='cuda:0')"
"tensor(-59.3123, device='cuda:0')"
"tensor(-58.6178, device='cuda:0')"
"tensor(-59.2791, device='cuda:0')"
"tensor(-58.5536, device='cuda:0')"
""
"tensor(-59.3627, device='cuda:0')"
"tensor(-59.4903, device='cuda:0')"
"tensor(-58.7699, device='cuda:0')"
"tensor(-59.5241, device='cuda:0')"
""
"tensor(-59.3373, device='cuda:0')"
"tensor(-58.4988, device='cuda:0')"
"tensor(-59.2711, device='cuda:0')"
"tensor(-59.2331, device='cuda:0')"
"tensor(-58.5445, device='cuda:0')"
"tensor(-59.4219, device='cuda:0')"
"tensor(-58.6927, device='cuda:0')"
""
"tensor(-59.3096, device='cuda:0')"
"tensor(-58.5722, device='cuda:0')"
"tensor(-59.3332, device='cuda:0')"
"tensor(-58.5577, device='cuda:0')"
"tensor(-59.2964, device='cuda:0')"
"tensor(-58.6256, device='cuda:0')"
"tensor(-59.4333, device='cuda:0')"
"tensor(-58.6857, device='cuda:0')"
"tensor(-59.5226, device='cuda:0')"
"tensor(-58.7500, device='cuda:0')"
"tensor(-59.5037, device='cuda:0')"
"tensor(-58.8190, device='cuda:0')"
"tensor(-59.6062, device='cuda:0')"
"tensor(-58.7325, device='cuda:0')"
"tensor(-59.4712, device='cuda:0')"
"tensor(-58.7133, device='cuda:0')"
"tensor(-59.3970, device='cuda:0')"
"tensor(-58.7009, device='cuda:0')"
""
"tensor(-59.2927, device='cuda:0')"
"tensor(-58.5658, device='cuda:0')"
"tensor(-59.2644, device='cuda:0')"
"tensor(-58.6190, device='cuda:0')"
"tensor(-59.3357, device='cuda:0')"
"tensor(-58.6439, device='cuda:0')"
"tensor(-59.5105, device='cuda:0')"
"tensor(-58.7441, device='cuda:0')"
""
"tensor(-59.3245, device='cuda:0')"
"tensor(-58.6023, device='cuda:0')"
"tensor(-59.2518, device='cuda:0')"
"tensor(-58.6043, device='cuda:0')"
"tensor(-59.3438, device='cuda:0')"
"tensor(-58.5920, device='cuda:0')"
"tensor(-59.4187, device='cuda:0')"
""
"tensor(-58.5749, device='cuda:0')"
"tensor(-58.5746, device='cuda:0')"
"tensor(-58.7780, device='cuda:0')"
"tensor(-58.2354, device='cuda:0')"
"tensor(-59.0028, device='cuda:0')"
"tensor(-58.3239, device='cuda:0')"
"tensor(-58.9865, device='cuda:0')"
"tensor(-58.3619, device='cuda:0')"
"tensor(-59.1830, device='cuda:0')"
"tensor(-58.3468, device='cuda:0')"
"tensor(-58.9722, device='cuda:0')"
"tensor(-58.2103, device='cuda:0')"
""
"tensor(-58.9297, device='cuda:0')"
"tensor(-58.2193, device='cuda:0')"
"tensor(-58.9695, device='cuda:0')"
"tensor(-58.2765, device='cuda:0')"
"tensor(-58.9853, device='cuda:0')"
"tensor(-58.3093, device='cuda:0')"
""
"tensor(-58.9459, device='cuda:0')"
"tensor(-58.1888, device='cuda:0')"
"tensor(-58.9171, device='cuda:0')"
"tensor(-58.2997, device='cuda:0')"
"tensor(-58.9578, device='cuda:0')"
"tensor(-58.3927, device='cuda:0')"
"tensor(-59.0901, device='cuda:0')"
"tensor(-58.3347, device='cuda:0')"
""
"tensor(-59.0256, device='cuda:0')"
"tensor(-58.2868, device='cuda:0')"
"tensor(-59.0035, device='cuda:0')"
"tensor(-58.3632, device='cuda:0')"
"tensor(-59.0240, device='cuda:0')"
"tensor(-58.4573, device='cuda:0')"
"tensor(-59.0623, device='cuda:0')"
"tensor(-58.4119, device='cuda:0')"
"tensor(-59.1363, device='cuda:0')"
"tensor(-58.3931, device='cuda:0')"
"tensor(-59.1360, device='cuda:0')"
"tensor(-58.4103, device='cuda:0')"
"tensor(-58.4599, device='cuda:0')"
"tensor(-59.1224, device='cuda:0')"
""
"tensor(-58.2566, device='cuda:0')"
"tensor(-58.9408, device='cuda:0')"
"tensor(-58.1854, device='cuda:0')"
"tensor(-58.9709, device='cuda:0')"
"tensor(-58.2329, device='cuda:0')"
"tensor(-58.9249, device='cuda:0')"
"tensor(-58.2935, device='cuda:0')"
""
"tensor(-58.9060, device='cuda:0')"
"tensor(-58.2444, device='cuda:0')"
"tensor(-59.0167, device='cuda:0')"
"tensor(-58.3185, device='cuda:0')"
"tensor(-59.0226, device='cuda:0')"
"tensor(-58.3606, device='cuda:0')"
""
"tensor(-58.9403, device='cuda:0')"
"tensor(-58.2518, device='cuda:0')"
"tensor(-58.4270, device='cuda:0')"
"tensor(-59.1079, device='cuda:0')"
"tensor(-58.5509, device='cuda:0')"
"tensor(-59.2548, device='cuda:0')"
""
"tensor(-58.2470, device='cuda:0')"
"tensor(-58.8966, device='cuda:0')"
"tensor(-58.1972, device='cuda:0')"
"tensor(-58.9513, device='cuda:0')"
"tensor(-58.2196, device='cuda:0')"
"tensor(-59.0548, device='cuda:0')"
"tensor(-58.3739, device='cuda:0')"
""
"tensor(-58.9288, device='cuda:0')"
"tensor(-58.1537, device='cuda:0')"
"tensor(-58.9616, device='cuda:0')"
"tensor(-58.3117, device='cuda:0')"
"tensor(-59.0448, device='cuda:0')"
"tensor(-58.3818, device='cuda:0')"
"tensor(-59.1405, device='cuda:0')"
"tensor(-58.3927, device='cuda:0')"
"tensor(-58.9413, device='cuda:0')"
"tensor(-58.2138, device='cuda:0')"
""
"tensor(-58.8790, device='cuda:0')"
"tensor(-58.2280, device='cuda:0')"
"tensor(-58.9573, device='cuda:0')"
"tensor(-58.2897, device='cuda:0')"
"tensor(-59.0358, device='cuda:0')"
"tensor(-58.4510, device='cuda:0')"
"tensor(-59.1470, device='cuda:0')"
"tensor(-58.4194, device='cuda:0')"
"tensor(-59.2342, device='cuda:0')"
"tensor(-58.4040, device='cuda:0')"
"tensor(-58.9711, device='cuda:0')"
"tensor(-58.2532, device='cuda:0')"
"tensor(-58.9612, device='cuda:0')"
"tensor(-58.2377, device='cuda:0')"
"tensor(-58.9656, device='cuda:0')"
"tensor(-58.2531, device='cuda:0')"
"tensor(-58.9815, device='cuda:0')"
"tensor(-58.3336, device='cuda:0')"
"tensor(-59.0521, device='cuda:0')"
"tensor(-58.2482, device='cuda:0')"
"tensor(-59.1280, device='cuda:0')"
"tensor(-58.3246, device='cuda:0')"
"tensor(-59.0820, device='cuda:0')"
"tensor(-58.4429, device='cuda:0')"
"tensor(-59.2067, device='cuda:0')"
"tensor(-58.4123, device='cuda:0')"
"tensor(-59.0465, device='cuda:0')"
"tensor(-58.2335, device='cuda:0')"
"tensor(-58.9701, device='cuda:0')"
"tensor(-58.2831, device='cuda:0')"
"tensor(-58.9368, device='cuda:0')"
"tensor(-58.2479, device='cuda:0')"
"tensor(-58.9705, device='cuda:0')"
""
"tensor(-58.2411, device='cuda:0')"
"tensor(-58.0477, device='cuda:0')"
"tensor(-58.5306, device='cuda:0')"
"tensor(-57.8857, device='cuda:0')"
"tensor(-58.5475, device='cuda:0')"
"tensor(-57.8873, device='cuda:0')"
"tensor(-58.6290, device='cuda:0')"
""
"tensor(-57.9088, device='cuda:0')"
"tensor(-58.5781, device='cuda:0')"
"tensor(-57.8838, device='cuda:0')"
"tensor(-58.6750, device='cuda:0')"
"tensor(-57.9880, device='cuda:0')"
"tensor(-58.7925, device='cuda:0')"
"tensor(-58.0148, device='cuda:0')"
"tensor(-58.8428, device='cuda:0')"
"tensor(-58.2795, device='cuda:0')"
"tensor(-58.9827, device='cuda:0')"
"tensor(-58.2809, device='cuda:0')"
"tensor(-58.9021, device='cuda:0')"
"tensor(-58.1290, device='cuda:0')"
"tensor(-58.7758, device='cuda:0')"
"tensor(-58.0125, device='cuda:0')"
"tensor(-58.6288, device='cuda:0')"
"tensor(-57.9074, device='cuda:0')"
"tensor(-58.5897, device='cuda:0')"
"tensor(-57.8588, device='cuda:0')"
"tensor(-58.5662, device='cuda:0')"
"tensor(-57.8897, device='cuda:0')"
"tensor(-58.6741, device='cuda:0')"
"tensor(-57.9474, device='cuda:0')"
"tensor(-58.6164, device='cuda:0')"
"tensor(-57.8627, device='cuda:0')"
"tensor(-58.7732, device='cuda:0')"
""
"tensor(-57.8263, device='cuda:0')"
"tensor(-57.8210, device='cuda:0')"
"tensor(-58.5613, device='cuda:0')"
"tensor(-57.9052, device='cuda:0')"
"tensor(-58.6221, device='cuda:0')"
"tensor(-57.9434, device='cuda:0')"
"tensor(-58.7714, device='cuda:0')"
""
"tensor(-57.8563, device='cuda:0')"
"tensor(-58.5126, device='cuda:0')"
"tensor(-57.8650, device='cuda:0')"
"tensor(-58.5616, device='cuda:0')"
"tensor(-57.8489, device='cuda:0')"
"tensor(-58.5429, device='cuda:0')"
"tensor(-57.8709, device='cuda:0')"
""
"tensor(-58.5490, device='cuda:0')"
"tensor(-57.8462, device='cuda:0')"
"tensor(-58.5183, device='cuda:0')"
"tensor(-57.8724, device='cuda:0')"
"tensor(-58.5855, device='cuda:0')"
"tensor(-57.8877, device='cuda:0')"
""
"tensor(-58.5310, device='cuda:0')"
"tensor(-57.8477, device='cuda:0')"
"tensor(-58.5552, device='cuda:0')"
"tensor(-57.8742, device='cuda:0')"
"tensor(-58.5644, device='cuda:0')"
"tensor(-57.8826, device='cuda:0')"
""
"tensor(-58.5368, device='cuda:0')"
"tensor(-57.8477, device='cuda:0')"
"tensor(-58.5253, device='cuda:0')"
"tensor(-57.8526, device='cuda:0')"
"tensor(-58.5742, device='cuda:0')"
"tensor(-57.8500, device='cuda:0')"
"tensor(-58.6531, device='cuda:0')"
"tensor(-58.0059, device='cuda:0')"
"tensor(-58.8144, device='cuda:0')"
""
"tensor(-57.7851, device='cuda:0')"
"tensor(-58.6376, device='cuda:0')"
"tensor(-57.9143, device='cuda:0')"
"tensor(-58.6232, device='cuda:0')"
"tensor(-57.9740, device='cuda:0')"
"tensor(-58.7169, device='cuda:0')"
"tensor(-58.1017, device='cuda:0')"
"tensor(-58.6716, device='cuda:0')"
"tensor(-57.8845, device='cuda:0')"
""
"tensor(-58.5280, device='cuda:0')"
"tensor(-57.9060, device='cuda:0')"
"tensor(-58.5708, device='cuda:0')"
"tensor(-58.0211, device='cuda:0')"
"tensor(-58.6764, device='cuda:0')"
"tensor(-57.8748, device='cuda:0')"
"tensor(-58.5984, device='cuda:0')"
